City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
591,Putnok,48.3,20.4333,51.91,80,24,0.56,HU,Clouds
592,Livadi,40.125,22.1517,45.95,72,96,2.08,GR,Clouds
593,Hollola,61.05,25.4333,32.72,83,29,4.45,FI,Clouds
594,Khorixas,-20.3667,14.9667,71.71,36,58,1.25,NA,Clouds
595,Lukovetskiy,64.2956,41.9211,21.27,97,47,2.28,RU,Clouds
596,Silvassa,20.2667,73.0167,80.64,85,18,5.66,IN,Clouds
597,Mbanza-Ngungu,-5.25,14.8667,69.21,91,100,2.13,CD,Clouds
598,Kilindoni,-7.9139,39.6668,80.04,78,63,19.04,TZ,Rain
599,Nchelenge,-9.3451,28.734,69.78,78,99,4.94,ZM,Rain
600,Male,4.1748,73.5089,85.95,74,75,23.02,MV,Clouds
601,Yar-Sale,66.8333,70.8333,5.97,90,14,6.13,RU,Clouds
602,Tazmalt,36.3868,4.3989,58.86,76,2,1.83,DZ,Clear
603,Celle,52.6226,10.0805,54.64,63,75,4.61,DE,Clouds
604,Dehloran,32.6941,47.2679,76.75,36,0,2.35,IR,Clear
605,Tutoia,-2.7619,-42.2744,77.95,89,89,6.82,BR,Rain
606,Kallifitos,41.1667,24.2167,52.56,82,81,3.89,GR,Clouds
607,Marabba,12.35,32.1833,92.14,21,90,12.17,SD,Clouds
608,Jardim,-21.4803,-56.1381,80.33,43,89,1.12,BR,Clouds
609,Ariquemes,-9.9133,-63.0408,75.29,91,70,2.68,BR,Clouds
610,Raga,8.4596,25.678,78.98,52,100,5.88,SS,Clouds
611,Rameswaram,9.2833,79.3,87.17,63,100,8.63,IN,Clouds
612,Porto Walter,-8.2686,-72.7439,78.21,80,86,1.19,BR,Clouds
