City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
105,Doka,13.5167,35.7667,87.24,16,36,11.88,SD,2022-05-01 01:17:44
106,Cayenne,4.9333,-52.3333,82.09,4,20,5.99,GF,2022-05-01 01:17:44
107,Ovruch,51.3246,28.8035,41.25,78,89,3.76,UA,2022-05-01 01:17:45
108,Miandrivazo,-19.5167,45.4667,70.29,88,0,2.24,MG,2022-05-01 01:17:45
109,Victoria,22.2855,114.1577,70.25,90,100,18.99,HK,2022-05-01 01:12:46
110,Sioux Lookout,50.1001,-91.917,39.29,89,100,12.91,CA,2022-05-01 01:13:46
111,Takoradi,4.8845,-1.7554,80.04,84,23,5.99,GH,2022-05-01 01:13:25
112,Villingen-Schwenningen,48.0667,8.45,41.81,65,6,0.51,DE,2022-05-01 01:17:46
113,Meulaboh,4.1363,96.1285,79.88,85,100,2.71,ID,2022-05-01 01:17:46
114,Trogir,43.5125,16.2517,57.88,66,40,3.44,HR,2022-05-01 01:17:47
115,Palasa,18.7667,84.4167,81.34,86,8,9.17,IN,2022-05-01 01:17:47
116,Kamenka,51.3223,42.7678,37.2,70,8,7.49,RU,2022-05-01 01:17:48
117,Leningradskiy,69.3833,178.4167,15.85,82,53,4.63,RU,2022-05-01 01:17:48
118,Ouahigouya,13.5828,-2.4216,90.59,30,74,7.56,BF,2022-05-01 01:17:49
119,Ilulissat,69.2167,-51.1,17.62,49,5,0.0,GL,2022-05-01 01:17:50
120,Bloemfontein,-29.1211,26.214,38.68,87,0,0.0,ZA,2022-05-01 01:17:50
121,Disna,55.568,28.1971,33.94,67,33,2.13,BY,2022-05-01 01:17:51
122,Upernavik,72.7868,-56.1549,3.45,75,7,6.2,GL,2022-05-01 01:17:51
123,Biu,10.6129,12.1946,78.66,53,100,5.77,NG,2022-05-01 01:17:52
124,Cidreira,-30.1811,-50.2056,64.9,85,100,7.05,BR,2022-05-01 01:17:52
125,Skjervoy,70.0311,20.9714,28.4,79,100,15.43,NO,2022-05-01 01:17:53
126,El Cope,8.6167,-80.6,70.61,93,100,0.87,PA,2022-05-01 01:17:54
127,Mar Del Plata,-38.0023,-57.5575,49.87,75,0,5.99,AR,2022-05-01 01:17:54
128,Itarema,-2.9248,-39.9167,76.95,87,84,7.18,BR,2022-05-01 01:17:55
129,Kavaratti,10.5669,72.642,85.14,71,77,12.66,IN,2022-05-01 01:17:55
130,Cap Malheureux,-19.9842,57.6142,73.47,86,15,1.01,MU,2022-05-01 01:17:56
131,Bathsheba,13.2167,-59.5167,79.41,83,40,16.11,BB,2022-05-01 01:18:57
132,Salalah,17.0151,54.0924,84.29,84,75,3.44,OM,2022-05-01 01:18:57
133,Ostrovnoy,68.0531,39.5131,14.23,92,84,9.8,RU,2022-05-01 01:18:58
134,Agadez,19.75,10.25,84.49,8,76,7.45,NE,2022-05-01 01:18:58
135,Barentu,15.1139,37.5928,76.69,31,6,6.8,ER,2022-05-01 01:18:59
136,Dogondoutchi,13.6393,4.0287,89.76,12,100,5.17,NE,2022-05-01 01:19:00
137,Burgos,42.3394,-3.7079,48.61,93,75,8.05,ES,2022-05-01 01:19:00
138,Rawson,-43.3002,-65.1023,48.54,61,7,17.85,AR,2022-05-01 01:19:01
139,Olinda,-8.0089,-34.8553,82.13,69,75,9.22,BR,2022-05-01 01:19:01
140,Caucaia,-3.7361,-38.6531,80.55,79,40,6.91,BR,2022-05-01 01:19:02
141,Constitucion,-35.3333,-72.4167,52.16,67,0,7.7,CL,2022-05-01 01:19:02
142,Bambous Virieux,-20.3428,57.7575,75.45,88,40,8.05,MU,2022-05-01 01:19:03
143,Jacksonville,30.3322,-81.6556,73.4,73,40,9.22,US,2022-05-01 01:18:08
144,Canto Do Buriti,-8.11,-42.9444,73.08,58,100,3.4,BR,2022-05-01 01:19:03
145,Pavlikeni,43.2428,25.3219,45.68,88,0,2.21,BG,2022-05-01 01:19:04
146,Hithadhoo,-0.6,73.0833,84.81,69,100,12.3,MV,2022-05-01 01:16:52
147,Cardoso,-20.0819,-49.9142,75.85,47,62,3.69,BR,2022-05-01 01:19:04
148,Carballo,43.213,-8.691,55.76,90,41,1.61,ES,2022-05-01 01:19:05
149,Derzhavinsk,51.1,66.3167,55.02,71,100,9.8,KZ,2022-05-01 01:19:06
150,Salto,-31.3833,-57.9667,57.87,80,87,7.0,UY,2022-05-01 01:19:06
151,Saint-Pierre,-21.3393,55.4781,74.91,80,0,4.61,RE,2022-05-01 01:19:07
152,Terre-De-Bas,15.8501,-61.6442,78.31,81,100,14.79,GP,2022-05-01 01:19:07
153,Nzega,-2.479,29.5564,54.12,96,46,3.51,RW,2022-05-01 01:19:08
154,Margate,51.3813,1.3862,46.69,78,100,1.01,GB,2022-05-01 01:19:09
155,Maniitsoq,65.4167,-52.9,21.31,75,3,11.48,GL,2022-05-01 01:19:09
156,Puerto Leguizamo,-0.1934,-74.7819,69.44,99,95,2.62,CO,2022-05-01 01:19:10
157,Ugoofaaru,5.6667,73.0,84.47,74,100,14.43,MV,2022-05-01 01:19:11
158,Proletarskiy,50.7914,35.7731,38.55,87,9,7.0,RU,2022-05-01 01:19:11
159,Pangnirtung,66.1451,-65.7125,21.92,95,99,3.98,CA,2022-05-01 01:19:12
160,Sao Felix Do Xingu,-6.6447,-51.995,71.31,97,22,1.83,BR,2022-05-01 01:19:12
161,Comodoro Rivadavia,-45.8667,-67.5,42.66,75,0,6.91,AR,2022-05-01 01:14:15
162,Sault Sainte Marie,46.5168,-84.3333,52.36,33,0,11.5,CA,2022-05-01 01:17:27
163,Tasiilaq,65.6145,-37.6368,32.16,60,21,4.03,GL,2022-05-01 01:19:13
164,Pervomayskoye,43.919,46.7102,53.87,92,5,7.02,RU,2022-05-01 01:19:14
165,Kem,64.9555,34.5793,25.99,84,22,7.0,RU,2022-05-01 01:19:14
166,Ciudad Guayana,8.3533,-62.6528,81.52,81,99,8.34,VE,2022-05-01 01:14:53
167,Cassilandia,-19.1133,-51.7342,70.92,59,0,0.76,BR,2022-05-01 01:15:24
168,Olafsvik,64.8945,-23.7142,44.06,84,100,15.3,IS,2022-05-01 01:19:15
169,Marzuq,14.4,46.4667,73.83,57,8,3.24,YE,2022-05-01 01:19:16
170,Manaure,11.7751,-72.4445,82.99,79,100,9.4,CO,2022-05-01 01:16:09
171,Ladario,-19.0047,-57.6017,78.26,54,34,1.68,BR,2022-05-01 01:19:16
172,Imbituba,-28.24,-48.6703,67.86,93,100,11.12,BR,2022-05-01 01:19:17
173,Gat,31.61,34.7642,65.8,100,79,12.06,IL,2022-05-01 01:19:18
174,Matay,28.419,30.7792,68.38,51,0,9.48,EG,2022-05-01 01:19:18
175,Turkistan,43.0,68.0,72.55,22,100,5.48,KZ,2022-05-01 01:19:19
176,Meybod,32.2501,54.0166,62.62,57,95,1.07,IR,2022-05-01 01:19:19
177,Oshakati,-17.7833,15.6833,62.62,34,100,5.46,NA,2022-05-01 01:19:20
178,Mollendo,-17.0231,-72.0147,64.8,84,43,5.7,PE,2022-05-01 01:19:20
179,Dingle,10.9995,122.6711,84.18,71,100,9.33,PH,2022-05-01 01:20:21
180,Bereda,43.2686,-7.5406,51.15,100,2,0.96,ES,2022-05-01 01:20:22
181,Luanda,-8.8368,13.2343,76.17,88,100,9.46,AO,2022-05-01 01:18:50
182,Luderitz,-26.6481,15.1594,61.56,44,1,9.24,NA,2022-05-01 01:20:22
183,Havelock,34.8791,-76.9013,69.78,85,75,5.75,US,2022-05-01 01:20:23
184,Killybegs,54.6333,-8.45,50.2,91,100,14.85,IE,2022-05-01 01:20:24
185,Haradok,55.4624,29.9816,37.51,79,65,3.8,BY,2022-05-01 01:20:24
186,Kibre Mengist,5.8833,38.9833,56.52,99,78,2.82,ET,2022-05-01 01:20:25
187,Dharampur,20.5333,73.1833,79.72,72,4,5.35,IN,2022-05-01 01:20:25
188,Sisimiut,66.9395,-53.6735,17.73,70,17,7.11,GL,2022-05-01 01:20:26
189,Suruc,36.9761,38.425,60.28,85,100,11.99,TR,2022-05-01 01:20:28
190,Nouna,12.7333,-3.8667,93.52,27,89,9.33,BF,2022-05-01 01:20:28
191,Montlucon,46.3333,2.6,38.7,94,100,1.23,FR,2022-05-01 01:20:29
192,Eyl,7.9803,49.8164,82.72,77,58,2.57,SO,2022-05-01 01:20:29
193,Minab,27.1467,57.0801,79.12,73,0,2.3,IR,2022-05-01 01:20:30
194,Berlevag,70.8578,29.0864,22.8,69,100,20.47,NO,2022-05-01 01:20:30
195,Hindoria,23.9,79.5667,87.4,23,0,3.24,IN,2022-05-01 01:20:31
196,Souillac,-20.5167,57.5167,75.58,88,40,8.05,MU,2022-05-01 01:20:32
197,San Cristobal,7.7669,-72.225,73.58,98,100,5.12,VE,2022-05-01 01:20:32
198,Saint Anthony,45.0205,-93.218,50.67,92,100,10.36,US,2022-05-01 01:20:33
199,Aconibe,1.2968,10.9369,68.22,95,83,1.59,GQ,2022-05-01 01:20:33
200,Laguna,38.421,-121.4238,78.78,50,0,19.57,US,2022-05-01 01:20:34
201,Ponta Delgada,37.7333,-25.6667,62.51,82,20,3.44,PT,2022-05-01 01:20:34
202,Raudeberg,61.9875,5.1352,39.87,69,14,1.92,NO,2022-05-01 01:20:35
203,Klaksvik,62.2266,-6.589,45.52,80,95,5.5,FO,2022-05-01 01:20:36
204,Rio Grande,-32.035,-52.0986,58.95,75,100,2.55,BR,2022-05-01 01:20:36
205,Hobyo,5.3505,48.5268,83.97,73,70,10.33,SO,2022-05-01 01:20:37
206,Vuktyl,63.8567,57.3094,25.93,95,100,2.95,RU,2022-05-01 01:20:37
207,Mehamn,71.0357,27.8492,29.16,65,100,18.19,NO,2022-05-01 01:20:38
208,Beyneu,45.3167,55.2,61.77,69,23,7.54,KZ,2022-05-01 01:20:39
209,Loding,67.3,14.75,35.51,84,75,8.05,NO,2022-05-01 01:20:39
210,Qasigiannguit,68.8193,-51.1922,17.85,85,2,6.24,GL,2022-05-01 01:20:40
211,Acari,-15.4311,-74.6158,70.34,75,44,3.22,PE,2022-05-01 01:20:40
212,Ghanzi,-21.5667,21.7833,63.75,49,47,9.06,BW,2022-05-01 01:20:41
213,Swellendam,-34.0226,20.4417,54.27,87,11,2.04,ZA,2022-05-01 01:20:41
214,Shyroke,47.6917,33.2571,45.93,71,12,6.04,UA,2022-05-01 01:20:42
215,Mega,4.05,38.3,58.96,90,75,4.07,ET,2022-05-01 01:20:42
216,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.36,80,100,9.35,BR,2022-05-01 01:20:43
217,Axim,4.8699,-2.2405,79.65,85,43,5.57,GH,2022-05-01 01:20:44
218,Odoreu,47.8,23.0,48.85,100,20,5.75,RO,2022-05-01 01:20:44
219,Rocha,-34.4833,-54.3333,54.39,76,100,4.27,UY,2022-05-01 01:20:45
220,Khategaon,22.6,76.9167,85.68,38,2,6.31,IN,2022-05-01 01:20:45
221,Huarmey,-10.0681,-78.1522,66.63,88,58,8.95,PE,2022-05-01 01:20:46
222,Liliani,32.2065,72.9537,82.18,28,2,7.74,PK,2022-05-01 01:20:46
223,Coquimbo,-29.9533,-71.3436,55.13,94,0,0.0,CL,2022-05-01 01:20:26
224,Suez,29.9737,32.5263,64.13,62,6,4.5,EG,2022-05-01 01:16:37
225,Soyo,-6.1349,12.3689,77.83,88,100,5.26,AO,2022-05-01 01:20:47
226,Faya,18.3851,42.4509,62.71,52,96,3.85,SA,2022-05-01 01:20:48
227,Santa Cruz De Tenerife,28.4682,-16.2546,70.72,87,75,10.36,ES,2022-05-01 01:18:26
228,Kirundo,-2.5833,30.1667,58.62,97,38,2.64,BI,2022-05-01 01:21:48
229,Hagere Selam,6.4833,38.5167,47.39,92,100,3.6,ET,2022-05-01 01:21:49
230,Dwarka,22.2394,68.9678,83.12,85,4,15.75,IN,2022-05-01 01:21:49
231,Honningsvag,70.9821,25.9704,28.15,86,75,4.61,NO,2022-05-01 01:21:50
232,Pergamino,-33.89,-60.5736,47.17,67,35,3.13,AR,2022-05-01 01:21:51
233,Camana,-16.6228,-72.7111,66.42,81,65,6.78,PE,2022-05-01 01:21:51
234,Quartucciu,39.2519,9.1794,57.99,76,0,6.91,IT,2022-05-01 01:21:52
235,Clyde River,70.4692,-68.5914,12.43,92,100,5.75,CA,2022-05-01 01:21:52
236,Igrim,63.1906,64.4162,31.26,84,100,8.16,RU,2022-05-01 01:21:53
237,Adre,13.4667,22.2,80.92,18,100,5.1,TD,2022-05-01 01:21:53
238,Aswan,24.0934,32.907,82.45,16,3,11.27,EG,2022-05-01 01:21:54
239,San Vicente,-26.6167,-54.1333,63.27,100,100,0.58,AR,2022-05-01 01:21:55
240,Nanortalik,60.1432,-45.2371,35.35,92,100,8.32,GL,2022-05-01 01:21:55
241,Viedma,-40.8135,-62.9967,53.13,54,84,10.25,AR,2022-05-01 01:21:56
242,Akdepe,42.0551,59.3788,66.29,57,100,9.64,TM,2022-05-01 01:21:56
243,La Maddalena,41.2142,9.4083,59.05,76,100,12.86,IT,2022-05-01 01:17:10
244,Tornio,65.8481,24.1466,26.62,85,98,3.22,FI,2022-05-01 01:21:57
245,Albany,42.6001,-73.9662,52.21,47,4,3.65,US,2022-05-01 01:21:57
246,Port-Gentil,-0.7193,8.7815,80.64,83,17,8.19,GA,2022-05-01 01:21:58
247,Boden,65.8252,21.6886,35.6,98,100,2.17,SE,2022-05-01 01:21:58
248,San Lawrenz,36.0553,14.204,60.21,87,87,1.01,MT,2022-05-01 01:21:59
249,Monaragala,6.8714,81.3487,76.48,87,100,2.42,LK,2022-05-01 01:22:00
250,Conde,-7.2597,-34.9075,76.46,88,75,5.75,BR,2022-05-01 01:22:00
251,Zverinogolovskoye,54.4586,64.8542,40.71,61,100,10.27,RU,2022-05-01 01:22:01
252,Gravdal,68.1214,13.5031,36.9,76,100,13.44,NO,2022-05-01 01:22:02
253,Nuuk,64.1835,-51.7216,25.41,74,6,16.11,GL,2022-05-01 01:22:02
254,Loralai,30.3705,68.598,71.64,14,2,5.7,PK,2022-05-01 01:22:03
255,Buraydah,26.326,43.975,75.65,37,0,9.28,SA,2022-05-01 01:22:04
256,Chapais,49.7834,-74.8492,37.18,94,7,4.14,CA,2022-05-01 01:20:47
257,Lebu,-37.6167,-73.65,49.5,81,22,12.88,CL,2022-05-01 01:22:04
258,Telde,27.9924,-15.4192,64.62,68,20,23.02,ES,2022-05-01 01:22:05
259,Ueckermunde,53.7379,14.0447,50.56,83,100,5.26,DE,2022-05-01 01:22:05
260,Fenoarivo,-18.933,47.4354,59.07,94,20,4.61,MG,2022-05-01 01:22:06
261,Octeville,49.6261,-1.6435,46.89,87,0,4.61,FR,2022-05-01 01:22:07
262,Bytow,54.1706,17.4919,44.71,69,98,3.6,PL,2022-05-01 01:22:07
263,Varanasi,25.3333,83.0,78.89,73,40,11.5,IN,2022-05-01 01:22:08
264,Mastic Beach,40.7668,-72.8521,53.78,61,0,13.0,US,2022-05-01 01:22:08
265,Karasburg,-28.0167,18.75,54.0,25,0,8.16,NA,2022-05-01 01:22:09
266,Surt,31.2089,16.5887,65.3,75,42,20.54,LY,2022-05-01 01:22:09
267,Vila Franca Do Campo,37.7167,-25.4333,62.2,90,4,2.08,PT,2022-05-01 01:22:10
268,Tandil,-37.3217,-59.1332,40.68,70,7,6.2,AR,2022-05-01 01:22:10
269,Ust-Koksa,50.2696,85.6108,49.41,53,100,2.3,RU,2022-05-01 01:22:11
270,Mangan,27.5167,88.5333,70.61,77,86,0.69,IN,2022-05-01 01:18:55
271,Panaba,21.2833,-88.2667,77.13,76,19,8.79,MX,2022-05-01 01:22:12
272,Quarai,-30.3875,-56.4514,57.67,80,100,8.25,BR,2022-05-01 01:22:13
273,Shieli,44.1667,66.75,70.45,28,93,7.31,KZ,2022-05-01 01:22:13
274,Ambilobe,-13.2,49.05,70.93,95,2,3.04,MG,2022-05-01 01:23:14
275,Beinamar,8.6698,15.3813,79.92,62,100,4.21,TD,2022-05-01 01:23:15
276,Carnarvon,-24.8667,113.6333,77.07,44,0,11.5,AU,2022-05-01 01:21:32
277,Reconquista,-29.15,-59.65,56.7,76,100,6.6,AR,2022-05-01 01:23:16
278,Antofagasta,-23.65,-70.4,60.08,83,54,5.44,CL,2022-05-01 01:23:17
279,Los Llanos De Aridane,28.6585,-17.9182,62.35,87,0,16.11,ES,2022-05-01 01:22:30
280,Durban,-29.8579,31.0292,64.02,82,0,3.0,ZA,2022-05-01 01:23:17
281,Aksarka,66.5606,67.7975,16.38,87,23,10.69,RU,2022-05-01 01:23:18
282,Trindade,-16.6494,-49.4889,69.55,49,0,6.33,BR,2022-05-01 01:23:18
283,Chikwawa,-16.0335,34.8009,63.46,83,5,0.94,MW,2022-05-01 01:23:19
284,Angoche,-16.2325,39.9086,71.31,90,15,8.57,MZ,2022-05-01 01:23:19
285,San Luis,-33.295,-66.3356,51.37,58,0,6.51,AR,2022-05-01 01:23:19
286,Tsiroanomandidy,-18.7667,46.0333,62.33,97,1,2.46,MG,2022-05-01 01:23:20
287,Iralaya,15.0,-83.2333,79.05,76,98,9.53,HN,2022-05-01 01:23:21
288,Cockburn Town,21.4612,-71.1419,77.16,71,24,22.15,TC,2022-05-01 01:20:28
289,Usinsk,65.9939,57.5281,17.6,96,90,7.94,RU,2022-05-01 01:23:21
290,Cabedelo,-6.9811,-34.8339,77.67,76,96,12.62,BR,2022-05-01 01:23:22
291,Senneterre,48.3835,-77.2328,35.33,82,57,4.97,CA,2022-05-01 01:23:22
292,Manakara,-22.1333,48.0167,68.88,91,1,5.64,MG,2022-05-01 01:23:23
293,Saint-Francois,46.4154,3.9054,41.68,93,11,1.14,FR,2022-05-01 01:23:24
294,Santa Cruz,-17.8,-63.1667,71.06,88,0,4.61,BO,2022-05-01 01:23:24
